"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RGS22",8.48825936022268e-39,0.900702430926807,0.504,0.123,1.91826173281672e-34,"7","RGS2",0.381
"P4HB1",8.50865881264249e-39,1.16170409116834,0.891,0.532,1.92287180506908e-34,"7","P4HB",0.359
"SELENOS3",1.13096031542021e-38,0.91740045967673,0.697,0.26,2.55585721681813e-34,"7","SELENOS",0.437
"FCRL21",1.20321297880048e-38,0.801816152311433,0.504,0.122,2.7191410107912e-34,"7","FCRL2",0.382
"SEC24A",2.70164471821895e-38,0.270267363200436,0.353,0.06,6.10544689870299e-34,"7","SEC24A",0.293
"SEC61B2",3.25548242225367e-38,1.05095567271161,0.908,0.68,7.35706472605107e-34,"7","SEC61B",0.228
"ARMCX3",4.02892614490716e-38,0.501449364099745,0.681,0.2,9.10497019487569e-34,"7","ARMCX3",0.481
"PDXK1",4.24253686441352e-38,0.319091899762005,0.479,0.102,9.58770905988811e-34,"7","PDXK",0.377
"TMEM214",4.3985200520139e-38,0.406105046661361,0.529,0.125,9.94021546554622e-34,"7","TMEM214",0.404
"ALG2",9.71191791746209e-38,0.299775016796097,0.58,0.143,2.19479633016726e-33,"7","ALG2",0.437
"TPD521",1.22703516133827e-37,0.474941239182347,0.655,0.18,2.77297676110835e-33,"7","TPD52",0.475
"HM131",1.43645049378177e-37,0.929096153613161,0.874,0.418,3.24623447089743e-33,"7","HM13",0.456
"KLF13",1.53445585800533e-37,0.503735967152783,0.655,0.188,3.46771679350624e-33,"7","KLF13",0.467
"MEF2C2",3.14941897869658e-37,0.411029443522715,0.748,0.225,7.1173719499564e-33,"7","MEF2C",0.523
"AL133467.11",4.96079062615264e-37,0.37285611259538,0.42,0.085,1.12108907360423e-32,"7","AL133467.1",0.335
"AC012368.1",5.08491477438462e-37,0.333491120410651,0.311,0.05,1.14913988986318e-32,"7","AC012368.1",0.261
"VOPP11",6.01301355204212e-37,0.953892603777977,0.857,0.423,1.358880932626e-32,"7","VOPP1",0.434
"LAX1",6.71415652159903e-37,0.367031045916199,0.487,0.105,1.51733223231616e-32,"7","LAX1",0.382
"DERL1",1.16609429657996e-36,0.55383032496459,0.824,0.298,2.63525650084104e-32,"7","DERL1",0.526
"IGKC2",4.01271704296832e-36,3.96973633741038,0.437,0.112,9.06833924540411e-32,"7","IGKC",0.325
"SRPRB",4.95926803794906e-36,0.567297019703691,0.664,0.205,1.12074498389611e-31,"7","SRPRB",0.459
"SPCS3",5.60739336921246e-36,0.840021780381676,0.832,0.354,1.26721482750832e-31,"7","SPCS3",0.478
"BET1",7.75952464651821e-36,0.528836763485274,0.639,0.182,1.75357497486665e-31,"7","BET1",0.457
"ARF4",1.06802641163992e-35,0.827716654410063,0.832,0.379,2.41363288766506e-31,"7","ARF4",0.453
"SEC61G1",2.22688662093507e-35,1.26531218863768,0.882,0.629,5.03254107465116e-31,"7","SEC61G",0.253
"ERO1B",3.49079985570957e-35,0.386535204218879,0.429,0.091,7.88885859391805e-31,"7","ERO1B",0.338
"FAM3C1",1.41285124538827e-34,0.503864334443497,0.597,0.168,3.19290252945295e-30,"7","FAM3C",0.429
"VPREB32",1.90187414764009e-34,0.831962112965308,0.563,0.151,4.29804538625183e-30,"7","VPREB3",0.412
"CLN6",2.3815577551151e-34,0.311197663622199,0.454,0.103,5.38208237078461e-30,"7","CLN6",0.351
"NPC21",2.80501465644449e-34,0.685455867100264,0.815,0.333,6.33905262209891e-30,"7","NPC2",0.482
"HMCES",3.0112539048361e-34,0.435101202573231,0.571,0.148,6.8051326995391e-30,"7","HMCES",0.423
"TNFRSF13C1",5.00710509312126e-34,0.303714255634402,0.445,0.096,1.13155567999447e-29,"7","TNFRSF13C",0.349
"FAM69A",1.02563241444756e-33,0.29423480436419,0.294,0.048,2.31782669341003e-29,"7","FAM69A",0.246
"AARS",1.09834974906042e-33,0.552166763042096,0.555,0.152,2.48216059790165e-29,"7","AARS",0.403
"TMED2",1.22115243916375e-33,0.734603396046443,0.916,0.467,2.75968239726616e-29,"7","TMED2",0.449
"BTG22",1.48897522961352e-33,0.988339577297185,0.899,0.458,3.36493512140359e-29,"7","BTG2",0.441
"EML6",1.68014745373902e-33,0.371954422530348,0.261,0.04,3.7969652307048e-29,"7","EML6",0.221
"MEI1",2.11821270205019e-33,0.384236588017415,0.471,0.106,4.78694888536321e-29,"7","MEI1",0.365
"MEF2B1",2.59100396126317e-33,0.527554877391484,0.563,0.151,5.85540985205863e-29,"7","MEF2B",0.412
"PRKCD1",2.93584789085959e-33,0.353875320484535,0.571,0.156,6.63472264855359e-29,"7","PRKCD",0.415
"ZFAT",3.49008198706106e-33,0.360804762629911,0.412,0.091,7.88723628255929e-29,"7","ZFAT",0.321
"HDLBP2",3.54175202087978e-33,0.556299453916484,0.756,0.264,8.00400539198622e-29,"7","HDLBP",0.492
"LRRC59",4.16282072542725e-33,0.495135034137317,0.689,0.222,9.40755855739305e-29,"7","LRRC59",0.467
"HSPA52",5.15270674394749e-33,2.22873089537299,0.916,0.567,1.16446019706469e-28,"7","HSPA5",0.349
"MAGT1",1.40736445956088e-32,0.278062606337252,0.546,0.14,3.18050294216163e-28,"7","MAGT1",0.406
"HYOU1",1.67473540020142e-32,0.674797273393879,0.563,0.165,3.7847345309152e-28,"7","HYOU1",0.398
"UBA5",4.14298950474114e-32,0.38495743501643,0.563,0.16,9.36274198176451e-28,"7","UBA5",0.403
"TMED5",1.42742760646355e-31,0.499072276655943,0.782,0.27,3.22584364784697e-27,"7","TMED5",0.512
"NEU1",1.70710077878141e-31,0.435481592240451,0.538,0.152,3.8578770499681e-27,"7","NEU1",0.386
"RPN1",2.00154588262534e-31,0.779602242040871,0.874,0.484,4.52329354014501e-27,"7","RPN1",0.39
"GFPT1",2.41701296873011e-31,0.255419901845806,0.429,0.097,5.46220760803317e-27,"7","GFPT1",0.332
"FUCA21",4.71177818869802e-31,0.260543499938062,0.479,0.122,1.06481475286387e-26,"7","FUCA2",0.357
"SND1",5.6539062686524e-31,0.766722298651761,0.79,0.35,1.27772627765276e-26,"7","SND1",0.44
"ARFGAP3",6.70572785712021e-31,0.357114185005376,0.622,0.182,1.5154274384306e-26,"7","ARFGAP3",0.44
"DOK33",1.5401104195856e-30,0.305593830177784,0.437,0.103,3.4804955372215e-26,"7","DOK3",0.334
"SEC23B",1.77063029032877e-30,0.434577324932775,0.655,0.211,4.001447393114e-26,"7","SEC23B",0.444
"GUSB",4.44856724117648e-30,0.507808900884165,0.605,0.194,1.00533171083347e-25,"7","GUSB",0.411
"CISD2",9.9250834150724e-30,0.507557210767838,0.714,0.258,2.24296960097221e-25,"7","CISD2",0.456
"SRM1",1.6749417763125e-29,0.461000295260503,0.655,0.206,3.78520092028862e-25,"7","SRM",0.449
"CDKN2C",1.758371243149e-29,0.306729206111903,0.445,0.111,3.97374317239243e-25,"7","CDKN2C",0.334
"COPG1",2.53684338463571e-29,0.523860602859182,0.639,0.217,5.73301236493825e-25,"7","COPG1",0.422
"TMEM208",3.80495221566396e-29,0.434294444040506,0.723,0.259,8.59881151217899e-25,"7","TMEM208",0.464
"TM9SF1",3.83149062488742e-29,0.296161086732233,0.496,0.133,8.65878566318309e-25,"7","TM9SF1",0.363
"RRBP11",5.00411200156255e-29,0.614824210950333,0.504,0.144,1.13087927123312e-24,"7","RRBP1",0.36
"TMED91",5.60857275700545e-29,0.817232327832802,0.857,0.47,1.26748135735566e-24,"7","TMED9",0.387
"TXNDC15",6.82109898477767e-29,0.378328038543112,0.588,0.182,1.54150015956991e-24,"7","TXNDC15",0.406
"LINC00467",7.59554441321642e-29,0.406733961575377,0.403,0.098,1.71651708194278e-24,"7","LINC00467",0.305
"NET1",7.8439352017389e-29,0.322838422705245,0.311,0.061,1.77265091624097e-24,"7","NET1",0.25
"RAB301",1.19150238413874e-28,0.364075555217704,0.513,0.144,2.69267623791515e-24,"7","RAB30",0.369
"UFM1",2.79850076118326e-28,0.604318898026354,0.815,0.354,6.32433187019805e-24,"7","UFM1",0.461
"KNTC1",3.53574600320519e-28,0.344348507125,0.277,0.052,7.9904323926434e-24,"7","KNTC1",0.225
"ASNS",5.90920723972885e-28,0.361217934688927,0.286,0.054,1.33542174410632e-23,"7","ASNS",0.232
"LGALS32",6.86419060678244e-28,0.625336883596941,0.672,0.232,1.55123843522676e-23,"7","LGALS3",0.44
"EAF22",1.24665598309387e-27,0.402763879118862,0.597,0.187,2.81731785619383e-23,"7","EAF2",0.41
"YKT6",1.27407043797186e-27,0.260069899572602,0.471,0.125,2.8792717827726e-23,"7","YKT6",0.346
"HIST1H1C1",4.04153072514582e-27,1.10625847961206,0.672,0.279,9.13345528575704e-23,"7","HIST1H1C",0.393
"HIST1H2BC",4.78763946221521e-27,0.338979171586447,0.412,0.105,1.08195864206601e-22,"7","HIST1H2BC",0.307
"CCM2",5.53172481867208e-27,0.647040314725796,0.748,0.309,1.2501144917717e-22,"7","CCM2",0.439
"SLC39A7",1.46480482033145e-26,0.289802666995266,0.571,0.173,3.31031241346704e-22,"7","SLC39A7",0.398
"RABAC11",2.12470224484471e-26,0.763899774689522,0.882,0.544,4.80161460312456e-22,"7","RABAC1",0.338
"SERP1",2.24292344176431e-26,0.791795958999821,0.933,0.775,5.06878268604317e-22,"7","SERP1",0.158
"NCF13",2.37050438694614e-26,0.664982472031531,0.916,0.482,5.35710286405959e-22,"7","NCF1",0.434
"GLCCI1",2.78814858754937e-26,0.307167799233378,0.42,0.105,6.30093699300281e-22,"7","GLCCI1",0.315
"NCF43",3.80354635208711e-26,0.339710575458102,0.605,0.194,8.59563440108166e-22,"7","NCF4",0.411
"ARL1",4.37385925823868e-26,0.409191956212058,0.664,0.227,9.8844845376936e-22,"7","ARL1",0.437
"REPIN1",5.29680234406167e-26,0.369452151371894,0.504,0.152,1.1970243617345e-21,"7","REPIN1",0.352
"IGKV4-1",6.64478519016858e-26,5.00982312820201,0.311,0.071,1.5016550051262e-21,"7","IGKV4-1",0.24
"YIF1A",7.06549032829741e-26,0.407018541031328,0.739,0.286,1.59673015929193e-21,"7","YIF1A",0.453
"TMED10",9.13204439957871e-26,0.715616384018691,0.832,0.474,2.06375071386079e-21,"7","TMED10",0.358
"LINC02137",1.18114601154529e-25,0.328712551154524,0.261,0.05,2.66927187149121e-21,"7","LINC02137",0.211
"BASP12",3.5004375214089e-25,0.46952816552243,0.555,0.179,7.91063875463197e-21,"7","BASP1",0.376
"SUCO",3.93431093589427e-25,0.275486760641397,0.496,0.14,8.89114928402746e-21,"7","SUCO",0.356
"GMPPA",5.00357797465705e-25,0.252139719143789,0.445,0.122,1.13075858649275e-20,"7","GMPPA",0.323
"RGS12",8.54908772558782e-25,0.736874188992966,0.681,0.271,1.93200833510559e-20,"7","RGS1",0.41
"ERGIC1",9.08388803571868e-25,0.353157013479375,0.462,0.13,2.05286785719207e-20,"7","ERGIC1",0.332
"BRI3BP1",1.00229748245795e-24,0.568234382380392,0.487,0.149,2.26509208060673e-20,"7","BRI3BP",0.338
"B4GALT3",1.06986707030551e-24,0.531017294810521,0.689,0.263,2.41779259218343e-20,"7","B4GALT3",0.426
"TOR3A1",1.17630710327484e-24,0.474080363082643,0.689,0.262,2.65833642269082e-20,"7","TOR3A",0.427
"IGHV5-782",3.10265362524407e-24,0.35958089626061,0.42,0.117,7.01168692768907e-20,"7","IGHV5-78",0.303
"RAB1A1",3.41387613548608e-24,0.37032343198535,0.63,0.223,7.71501867858498e-20,"7","RAB1A",0.407
"MAGED1",6.7938453207803e-24,0.340321116122591,0.513,0.157,1.53534110404314e-19,"7","MAGED1",0.356
"SERPINF11",6.98954581725853e-24,0.387962035463224,0.303,0.067,1.57956745924225e-19,"7","SERPINF1",0.236
"ORAI22",1.1478874306202e-23,0.465268373683923,0.672,0.248,2.5941108044586e-19,"7","ORAI2",0.424
"SAR1B",1.19190571715577e-23,0.283211626302879,0.622,0.212,2.69358773020034e-19,"7","SAR1B",0.41
"SLC38A10",2.14047632906873e-23,0.331627131183082,0.63,0.22,4.83726245606243e-19,"7","SLC38A10",0.41
"FTSJ1",2.33644802881704e-23,0.359548253738196,0.571,0.193,5.28013890032362e-19,"7","FTSJ1",0.378
"IQCG1",2.44476412479559e-23,0.378286664120415,0.378,0.105,5.52492244562556e-19,"7","IQCG",0.273
"HIST1H2BJ",2.49906197789038e-23,0.345426556248835,0.286,0.063,5.64763016383447e-19,"7","HIST1H2BJ",0.223
"C1GALT1C1",3.12816496709812e-23,0.255786430179251,0.462,0.135,7.06934000914503e-19,"7","C1GALT1C1",0.327
"PIM22",6.07971939177361e-23,0.960565168187035,0.857,0.502,1.37395578534692e-18,"7","PIM2",0.355
"PSPH",6.72705566538228e-23,0.371641138717827,0.479,0.15,1.52024730981974e-18,"7","PSPH",0.329
"RPN21",1.05087452940054e-22,0.724368669167489,0.84,0.498,2.37487134899228e-18,"7","RPN2",0.342
"ATF52",1.23516756707435e-22,0.937498869399878,0.529,0.189,2.79135518483132e-18,"7","ATF5",0.34
"HLA-DQA23",2.03340453041865e-22,0.938493690921886,0.655,0.275,4.5952908982931e-18,"7","HLA-DQA2",0.38
"HSH2D3",2.59697516012155e-22,0.365057600560658,0.58,0.206,5.8689041643587e-18,"7","HSH2D",0.374
"GRN2",2.75138873334686e-22,0.506338716795999,0.672,0.261,6.21786339849056e-18,"7","GRN",0.411
"CCR101",3.16960134438579e-22,0.462302089631211,0.303,0.073,7.16298207817746e-18,"7","CCR10",0.23
"PREB",5.13003411813929e-22,0.402922534294441,0.605,0.226,1.1593364103583e-17,"7","PREB",0.379
"RALGPS22",5.53389873254274e-22,0.440386000750256,0.664,0.234,1.25060577456733e-17,"7","RALGPS2",0.43
"DDOST",6.16105265488875e-22,0.631210135421952,0.857,0.468,1.39233628947831e-17,"7","DDOST",0.389
"ENTPD12",6.29823395640256e-22,0.34742408567885,0.622,0.225,1.42333789180741e-17,"7","ENTPD1",0.397
"DAP",7.62642786236788e-22,0.331825484157195,0.597,0.205,1.72349643261652e-17,"7","DAP",0.392
"CD591",8.93892249293302e-22,0.349520551871672,0.42,0.123,2.02010709417793e-17,"7","CD59",0.297
"ZNF804A1",1.25204551331351e-21,0.349748622599864,0.37,0.099,2.8294976555372e-17,"7","ZNF804A",0.271
"DNASE21",1.46412999472966e-21,0.265037290023347,0.529,0.166,3.30878737508955e-17,"7","DNASE2",0.363
"TRAM1",2.94283142923132e-21,0.529132486869724,0.849,0.477,6.65050474691986e-17,"7","TRAM1",0.372
"IFNG-AS1",3.32490284033584e-21,0.270095144967346,0.286,0.063,7.51394792887498e-17,"7","IFNG-AS1",0.223
"TCF42",3.71464170134836e-21,0.369651819551838,0.63,0.215,8.39471878087717e-17,"7","TCF4",0.415
"WDR45",4.30385474258013e-21,0.278716060703059,0.571,0.199,9.72628133275683e-17,"7","WDR45",0.372
"LMAN21",4.8607243165966e-21,0.756322677908441,0.824,0.5,1.09847508830767e-16,"7","LMAN2",0.324
"EDEM2",4.90050721995581e-21,0.287442808709881,0.437,0.134,1.10746562663781e-16,"7","EDEM2",0.303
"SLC50A1",1.07207511345884e-20,0.504328383242705,0.58,0.226,2.42278254890564e-16,"7","SLC50A1",0.354
"UBE2D4",1.27631790385507e-20,0.274062484639059,0.328,0.083,2.88435083092206e-16,"7","UBE2D4",0.245
"TMEM258",1.29989630145335e-20,0.605786780123506,0.891,0.729,2.93763565165442e-16,"7","TMEM258",0.162
"GNL3",1.32681768111559e-20,0.26886874121088,0.622,0.223,2.99847527755312e-16,"7","GNL3",0.399
"SEC13",1.39298398180476e-20,0.475897130889056,0.756,0.371,3.14800450048057e-16,"7","SEC13",0.385
"DUSP22",1.63663033227749e-20,0.345681761752581,0.555,0.194,3.6986208879139e-16,"7","DUSP22",0.361
"MRPL55",3.84228439006018e-20,0.361065512578409,0.672,0.277,8.683178493097e-16,"7","MRPL55",0.395
"METTL7A",3.85944327715233e-20,0.250256857577381,0.319,0.081,8.72195586203655e-16,"7","METTL7A",0.238
"CYBA1",4.08266512865272e-20,0.515135159485548,0.941,0.904,9.22641492424227e-16,"7","CYBA",0.0369999999999999
"TMEM2432",9.61603591252444e-20,0.870392217763647,0.832,0.507,2.1731279558714e-15,"7","TMEM243",0.325
"CHID1",1.11774312580848e-19,0.281315811413916,0.479,0.159,2.52598769001459e-15,"7","CHID1",0.32
"CTSH2",1.15871390825708e-19,0.390143877528531,0.706,0.267,2.61857756127018e-15,"7","CTSH",0.439
"GEMIN7",1.33577307787202e-19,0.250049981189633,0.513,0.177,3.01871357868297e-15,"7","GEMIN7",0.336
"PRKD32",1.47014531124641e-19,0.311972886578551,0.454,0.15,3.32238138888576e-15,"7","PRKD3",0.304
"CD382",1.63147559127465e-19,0.338717448669211,0.58,0.207,3.68697168872157e-15,"7","CD38",0.373
"CHST122",3.12389465629844e-19,0.258997075221469,0.647,0.237,7.05968953376884e-15,"7","CHST12",0.41
"SELENOM",3.95056043348133e-19,0.415817437623454,0.538,0.196,8.92787152362445e-15,"7","SELENOM",0.342
"SEC14L11",4.1953143505286e-19,0.379254165418994,0.546,0.202,9.48099090075959e-15,"7","SEC14L1",0.344
"OSTC",8.18994053142548e-19,0.543562045309552,0.815,0.467,1.85084466069685e-14,"7","OSTC",0.348
"MLEC",9.05170720439799e-19,0.49852176043781,0.655,0.294,2.0455953111219e-14,"7","MLEC",0.361
"ITM2C1",1.08910865962125e-18,0.632106319388433,0.613,0.249,2.46127665987806e-14,"7","ITM2C",0.364
"COPB2",1.16765009163712e-18,0.434119899002456,0.689,0.296,2.63877244209073e-14,"7","COPB2",0.393
"CXXC53",1.86641608151036e-18,0.353452103772074,0.504,0.176,4.21791370260526e-14,"7","CXXC5",0.328
"CYP51A1",2.5131990918764e-18,0.27715196861347,0.345,0.099,5.67957862773147e-14,"7","CYP51A1",0.246
"FAM126A",2.53327355393537e-18,0.273678562605332,0.328,0.09,5.72494490453854e-14,"7","FAM126A",0.238
"AQP32",2.66338614377057e-18,0.499375756417187,0.597,0.221,6.0189863463071e-14,"7","AQP3",0.376
"ACADM",2.80930860255336e-18,0.314640189677574,0.622,0.25,6.34875651091033e-14,"7","ACADM",0.372
"ACADVL",3.068909853389e-18,0.419531162283494,0.723,0.31,6.93542937767379e-14,"7","ACADVL",0.413
"SEC622",3.11099929438381e-18,0.517908611785663,0.874,0.632,7.03054730537798e-14,"7","SEC62",0.242
"CALR2",3.89810611712945e-18,0.892929266071303,0.924,0.715,8.80933001410084e-14,"7","CALR",0.209
"DNAJC12",6.31137691671817e-18,0.278243600795651,0.655,0.258,1.42630806940914e-13,"7","DNAJC1",0.397
"AC007952.42",7.26979396810833e-18,0.434056723760088,0.496,0.178,1.6429007388528e-13,"7","AC007952.4",0.318
"TAPBPL",7.41060046605197e-18,0.323795048269739,0.513,0.186,1.67472159932309e-13,"7","TAPBPL",0.327
"CDK2AP21",7.68132306599531e-18,0.528104019485206,0.824,0.476,1.73590219968428e-13,"7","CDK2AP2",0.348
"CD79B2",8.68053205550536e-18,0.299266103185128,0.866,0.362,1.96171343922366e-13,"7","CD79B",0.504
"ISOC21",1.21258172565346e-17,0.293993343640796,0.58,0.223,2.74031344180425e-13,"7","ISOC2",0.357
"BTK2",1.4216196753505e-17,0.262212443510849,0.504,0.183,3.2127183043246e-13,"7","BTK",0.321
"SELENOK",2.07770825130912e-17,0.815591376791792,0.655,0.371,4.69541287713348e-13,"7","SELENOK",0.284
"KLHL141",2.94988292471326e-17,0.500376961742855,0.294,0.084,6.6664404215595e-13,"7","KLHL14",0.21
"EPRS1",2.9927046371921e-17,0.491747171155782,0.739,0.341,6.76321320959043e-13,"7","EPRS",0.398
"PLCG22",3.21173468304034e-17,0.345858135740001,0.622,0.245,7.25819921020287e-13,"7","PLCG2",0.377
"ADIPOR1",4.30774434373328e-17,0.34213513114476,0.748,0.335,9.73507144240285e-13,"7","ADIPOR1",0.413
"ADI11",4.64573005849867e-17,0.271658671948097,0.664,0.272,1.04988853592011e-12,"7","ADI1",0.392
"AC245014.31",4.93714762238948e-17,0.438577852384657,0.42,0.143,1.1157459911838e-12,"7","AC245014.3",0.277
"SNX82",6.56318688283882e-17,0.308918349259516,0.437,0.156,1.48321460365274e-12,"7","SNX8",0.281
"LRPAP1",7.51190254008755e-17,0.421102324757534,0.765,0.367,1.69761485503439e-12,"7","LRPAP1",0.398
"SPCS1",8.97745079657424e-17,0.721310935258171,0.891,0.703,2.02881410551781e-12,"7","SPCS1",0.188
"UBE2G1",9.56348559354098e-17,0.290540952479626,0.664,0.273,2.16125210928433e-12,"7","UBE2G1",0.391
"SSR2",1.31527795419684e-16,0.728200076020104,0.899,0.804,2.97239664868943e-12,"7","SSR2",0.095
"AKR1A12",1.51621759775651e-16,0.459222908084214,0.748,0.389,3.42650014916993e-12,"7","AKR1A1",0.359
"PARP11",1.52000797731203e-16,0.710878056879115,0.874,0.511,3.43506602792746e-12,"7","PARP1",0.363
"HIST1H2AC1",1.5664906111452e-16,0.368032934211501,0.529,0.206,3.54011213212703e-12,"7","HIST1H2AC",0.323
"KRTCAP21",1.94343785319876e-16,0.578127581923822,0.891,0.716,4.39197520444387e-12,"7","KRTCAP2",0.175
"ZNF706",2.07419308126624e-16,0.474642409984599,0.866,0.579,4.68746894435357e-12,"7","ZNF706",0.287
"ISG201",2.0768993681829e-16,0.626529065916752,0.882,0.66,4.69358488215654e-12,"7","ISG20",0.222
"REXO2",2.32811657514936e-16,0.34096960290344,0.63,0.269,5.26131064818004e-12,"7","REXO2",0.361
"IGHG11",2.98780212212274e-16,3.64151250270402,0.269,0.076,6.75213401578518e-12,"7","IGHG1",0.193
"EBI32",2.98883456997743e-16,0.572562649630689,0.361,0.117,6.75446724469199e-12,"7","EBI3",0.244
"SLC1A51",3.16899549615744e-16,0.31409066594941,0.454,0.161,7.1616129217662e-12,"7","SLC1A5",0.293
"PELI1",4.8471337470862e-16,0.370883510723014,0.546,0.221,1.09540375550401e-11,"7","PELI1",0.325
"KDELR11",5.15049889411707e-16,0.50090430509814,0.84,0.452,1.16396124508152e-11,"7","KDELR1",0.388
"SSR1",6.48963161009345e-16,0.460758735216194,0.731,0.368,1.46659184756502e-11,"7","SSR1",0.363
"CANX1",1.61066985338001e-15,0.441593579829072,0.84,0.447,3.63995280165349e-11,"7","CANX",0.393
"ZBTB381",2.33703206489974e-15,0.376411478372317,0.672,0.303,5.28145876346693e-11,"7","ZBTB38",0.369
"ARF1",3.39995512476178e-15,0.577775576604848,0.891,0.705,7.68355858644915e-11,"7","ARF1",0.186
"SLC2A51",3.50607004271113e-15,0.315445301002303,0.319,0.101,7.92336768952288e-11,"7","SLC2A5",0.218
"ASXL1",3.57011520625956e-15,0.32793940705526,0.555,0.236,8.06810335462597e-11,"7","ASXL1",0.319
"CD403",3.63590917129182e-15,0.318720163200499,0.622,0.249,8.21679113620237e-11,"7","CD40",0.373
"NGLY1",3.65715944620512e-15,0.286222381615928,0.63,0.263,8.26481463247895e-11,"7","NGLY1",0.367
"COPE1",4.99258279757382e-15,0.450579514064102,0.891,0.605,1.12827378642371e-10,"7","COPE",0.286
"ERC1",7.45647199039276e-15,0.294186577119468,0.294,0.089,1.68508810510886e-10,"7","ERC1",0.205
"LIMK1",1.25082707470657e-14,0.457340177917077,0.311,0.098,2.82674410612938e-10,"7","LIMK1",0.213
"WARS2",1.30095751256804e-14,0.646587366259927,0.496,0.191,2.94003388265252e-10,"7","WARS",0.305
"SRPRA",1.31456855053978e-14,0.417200261593221,0.748,0.394,2.97079346736486e-10,"7","SRPRA",0.354
"SEC31A",1.48470260005687e-14,0.278690504689748,0.63,0.283,3.35527940586853e-10,"7","SEC31A",0.347
"ZNF1071",1.72690428978451e-14,0.26903768540873,0.462,0.176,3.90263100448401e-10,"7","ZNF107",0.286
"GORASP2",1.85863444505655e-14,0.350259732717342,0.689,0.331,4.2003279823833e-10,"7","GORASP2",0.358
"GSTP12",1.8951915766367e-14,0.932764664815637,0.874,0.594,4.28294344404128e-10,"7","GSTP1",0.28
"LAT22",2.04090958846926e-14,0.331182331289494,0.513,0.208,4.61225157898168e-10,"7","LAT2",0.305
"HAX1",2.55175207481556e-14,0.617152943242375,0.748,0.458,5.76670451387569e-10,"7","HAX1",0.29
"LRMP1",2.57375823666769e-14,0.560479445506973,0.605,0.268,5.81643623904532e-10,"7","LRMP",0.337
"MTDH",2.8127676596172e-14,0.566190035411119,0.866,0.59,6.3565736339689e-10,"7","MTDH",0.276
"DPM2",3.50440635181855e-14,0.258365059657386,0.588,0.244,7.91960791447474e-10,"7","DPM2",0.344
"PRPSAP21",3.52825430491368e-14,0.373878606334713,0.563,0.242,7.97350190367443e-10,"7","PRPSAP2",0.321
"TMEM1541",4.8386309869043e-14,0.325832799313851,0.437,0.16,1.0934822167305e-09,"7","TMEM154",0.277
"JTB1",5.68907439473366e-14,0.479094007383585,0.874,0.607,1.28567392246586e-09,"7","JTB",0.267
"DPM3",7.13309119585894e-14,0.274536139524686,0.647,0.305,1.61200727935216e-09,"7","DPM3",0.342
"PRDX51",9.45047451431845e-14,0.465638676810707,0.832,0.557,2.13571273549083e-09,"7","PRDX5",0.275
"SEC63",9.5407275029539e-14,0.30142671887842,0.546,0.231,2.15610900839255e-09,"7","SEC63",0.315
"MAN2B11",9.67273034784658e-14,0.289331081150856,0.655,0.302,2.18594033130985e-09,"7","MAN2B1",0.353
"SHMT21",1.5777235231732e-13,0.467219619189886,0.664,0.337,3.56549739001911e-09,"7","SHMT2",0.327
"CTSS3",2.39554845739498e-13,0.654600909249773,0.782,0.466,5.41369995886692e-09,"7","CTSS",0.316
"MDFIC",3.9756502648518e-13,0.329449666396407,0.445,0.181,8.98457203353859e-09,"7","MDFIC",0.264
"ITGAE",4.01696609318274e-13,0.316818363496434,0.639,0.298,9.07794167398368e-09,"7","ITGAE",0.341
"SCCPDH",4.98559101494609e-13,0.304086878506205,0.412,0.16,1.12669371346767e-08,"7","SCCPDH",0.252
"DERL2",6.47317010666319e-13,0.337698875945332,0.563,0.257,1.46287171240481e-08,"7","DERL2",0.306
"CUTA",7.29937622699248e-13,0.522479817773723,0.849,0.647,1.64958603353803e-08,"7","CUTA",0.202
