"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"TCF4",0,1.06549211210724,0.793,0.076,0,"2","TCF4",0.717
"CD40",0,1.04973909026805,0.815,0.113,0,"2","CD40",0.702
"TRPM4",0,1.03744131470731,0.488,0.012,0,"2","TRPM4",0.476
"IGLC7",0,1.02746921398729,0.41,0.008,0,"2","IGLC7",0.402
"SWAP70",0,1.00021840208593,0.817,0.097,0,"2","SWAP70",0.72
"CD24",0,0.992231137931705,0.603,0.058,0,"2","CD24",0.545
"ELL3",0,0.988757594053714,0.682,0.031,0,"2","ELL3",0.651
"BIK",0,0.975748960242569,0.513,0.032,0,"2","BIK",0.481
"IGHV3-49",0,0.963593169241783,0.422,0.008,0,"2","IGHV3-49",0.414
"LRMP",0,0.96256471287466,0.726,0.158,0,"2","LRMP",0.568
"BLNK",0,0.94889028208929,0.774,0.085,0,"2","BLNK",0.689
"GTSF1",0,0.938639168007416,0.693,0.047,0,"2","GTSF1",0.646
"POU2AF1",0,0.938059087919759,0.808,0.089,0,"2","POU2AF1",0.719
"RHEX",0,0.935538804592499,0.368,0.01,0,"2","RHEX",0.358
"MACROD2",0,0.933506004774503,0.494,0.016,0,"2","MACROD2",0.478
"ATF5",0,0.931397998516714,0.616,0.087,0,"2","ATF5",0.529
"HSPD1",0,0.890119894274782,0.869,0.446,0,"2","HSPD1",0.423
"IGKC",0,0.881309294630034,0.337,0.059,0,"2","IGKC",0.278
"SH3BP5",0,0.881100288754546,0.665,0.215,0,"2","SH3BP5",0.45
"RASSF6",0,0.879748897794219,0.518,0.012,0,"2","RASSF6",0.506
"PRMT1",0,0.877679171948046,0.828,0.329,0,"2","PRMT1",0.499
"PKIG",0,0.864083046217792,0.756,0.057,0,"2","PKIG",0.699
"TNFRSF13B",0,0.856520385036214,0.517,0.028,0,"2","TNFRSF13B",0.489
"ATP5MC3",0,0.852333169126968,0.866,0.533,0,"2","ATP5MC3",0.333
"PRDX1",0,0.849724671845122,0.952,0.545,0,"2","PRDX1",0.407
"SLC25A5",0,0.84318743344382,0.961,0.641,0,"2","SLC25A5",0.32
"IGHM",0,0.838107772898773,0.661,0.117,0,"2","IGHM",0.544
"SYNGR2",0,0.833345165747013,0.922,0.524,0,"2","SYNGR2",0.398
"GAPDH",0,0.831521759858985,0.997,0.956,0,"2","GAPDH",0.041
"CD74",0,0.825128764969848,0.997,0.915,0,"2","CD74",0.082
"HMGB2",0,0.824559506383109,0.703,0.309,0,"2","HMGB2",0.394
"HSPE1",0,0.822190717326412,0.878,0.489,0,"2","HSPE1",0.389
"H2AFZ",0,0.822004847142229,0.899,0.579,0,"2","H2AFZ",0.32
"HCK",0,0.80885324563605,0.54,0.051,0,"2","HCK",0.489
"UQCRH",0,0.803599727982701,0.961,0.681,0,"2","UQCRH",0.28
"HSP90AB1",0,0.798270790494378,0.964,0.801,0,"2","HSP90AB1",0.163
"RPS5",0,0.797711775568067,0.995,0.976,0,"2","RPS5",0.019
"COX5A",0,0.78625258595721,0.945,0.556,0,"2","COX5A",0.389
"CYB561A3",0,0.782396573176787,0.797,0.182,0,"2","CYB561A3",0.615
"LYN",0,0.778325395809869,0.791,0.12,0,"2","LYN",0.671
"HIST1H2BK",0,0.773692830506283,0.648,0.095,0,"2","HIST1H2BK",0.553
"VPREB3",0,0.773544763093622,0.458,0.079,0,"2","VPREB3",0.379
"RAN",0,0.768442829124084,0.968,0.705,0,"2","RAN",0.263
"BASP1",0,0.764285411255533,0.669,0.062,0,"2","BASP1",0.607
"NME1",0,0.761621086453644,0.671,0.136,0,"2","NME1",0.535
"NME2",0,0.752142071420661,0.914,0.594,0,"2","NME2",0.32
"FOXP1",0,0.749721238525207,0.848,0.404,0,"2","FOXP1",0.444
"RALGPS2",0,0.740569166546563,0.763,0.108,0,"2","RALGPS2",0.655
"SMARCB1",0,0.717512253795875,0.866,0.276,0,"2","SMARCB1",0.59
"TPM2",0,0.711430161785997,0.387,0.011,0,"2","TPM2",0.376
"TUBB4B",0,0.704877156257806,0.595,0.203,0,"2","TUBB4B",0.392
"ALDH2",0,0.702944270599221,0.522,0.042,0,"2","ALDH2",0.48
"POLR2E",0,0.690814123125495,0.864,0.414,0,"2","POLR2E",0.45
"FBP1",0,0.689827577137357,0.447,0.047,0,"2","FBP1",0.4
"AICDA",0,0.688950681256828,0.426,0.008,0,"2","AICDA",0.418
"CD72",0,0.68452028317411,0.682,0.12,0,"2","CD72",0.562
"CKS2",0,0.684280295556657,0.59,0.111,0,"2","CKS2",0.479
"POLD4",0,0.683703114905692,0.913,0.534,0,"2","POLD4",0.379
"MIR155HG",0,0.683185814726847,0.461,0.099,0,"2","MIR155HG",0.362
"SNRPD1",0,0.676157424313681,0.872,0.381,0,"2","SNRPD1",0.491
"TYMS",0,0.672309687914265,0.3,0.013,0,"2","TYMS",0.287
"FCRL2",0,0.671271187577579,0.512,0.029,0,"2","FCRL2",0.483
"H3F3A",0,0.670472443347898,0.996,0.929,0,"2","H3F3A",0.0669999999999999
"RNF144B",0,0.669123358884573,0.496,0.035,0,"2","RNF144B",0.461
"AIM2",0,0.665727952426248,0.649,0.058,0,"2","AIM2",0.591
"TAGLN2",0,0.66449963331693,0.93,0.656,0,"2","TAGLN2",0.274
"NCF1",0,0.66423224371024,0.843,0.396,0,"2","NCF1",0.447
"AFF3",0,0.663865406405971,0.675,0.104,0,"2","AFF3",0.571
"SMIM14",0,0.660678238558535,0.481,0.131,0,"2","SMIM14",0.35
"MCM5",0,0.651003425558328,0.726,0.164,0,"2","MCM5",0.562
"ATP5MF",0,0.646619596797744,0.874,0.548,0,"2","ATP5MF",0.326
"BCL11A",0,0.646344241913818,0.691,0.056,0,"2","BCL11A",0.635
"CD19",0,0.644015435633924,0.767,0.101,0,"2","CD19",0.666
"ATP5F1B",0,0.639064743116686,0.867,0.539,0,"2","ATP5F1B",0.328
"STX7",0,0.631950010757293,0.772,0.149,0,"2","STX7",0.623
"IVNS1ABP",0,0.626100618560329,0.599,0.176,0,"2","IVNS1ABP",0.423
"ODC1",0,0.625755569400993,0.782,0.278,0,"2","ODC1",0.504
"TPI1",0,0.624211348339331,0.953,0.649,0,"2","TPI1",0.304
"P2RX5",0,0.621597236912287,0.599,0.068,0,"2","P2RX5",0.531
"SNRPE",0,0.621279759049358,0.84,0.325,0,"2","SNRPE",0.515
"CDCA7",0,0.619316589317544,0.557,0.047,0,"2","CDCA7",0.51
"ERH",0,0.614743924780415,0.921,0.511,0,"2","ERH",0.41
"CCDC88A",0,0.614394746356566,0.605,0.049,0,"2","CCDC88A",0.556
"PLCG2",0,0.613570801613973,0.745,0.125,0,"2","PLCG2",0.62
"IRF8",0,0.607066040095354,0.526,0.111,0,"2","IRF8",0.415
"AP2S1",0,0.604214148882154,0.838,0.383,0,"2","AP2S1",0.455
"EBI3",0,0.600831072016744,0.398,0.05,0,"2","EBI3",0.348
"CXorf21",0,0.600574938663056,0.464,0.05,0,"2","CXorf21",0.414
"ARHGAP17",0,0.599919020661256,0.681,0.167,0,"2","ARHGAP17",0.514
"PTTG1",0,0.597259398397514,0.5,0.138,0,"2","PTTG1",0.362
"IFT57",0,0.596591961010153,0.73,0.115,0,"2","IFT57",0.615
"TRAF4",0,0.596578036574631,0.609,0.061,0,"2","TRAF4",0.548
"DYNLL1",0,0.594983194201011,0.928,0.489,0,"2","DYNLL1",0.439
"PKM",0,0.594694622399308,0.957,0.686,0,"2","PKM",0.271
"NDUFB3",0,0.593831814589529,0.836,0.395,0,"2","NDUFB3",0.441
"FABP51",0,0.593004404455732,0.698,0.245,0,"2","FABP5",0.453
"HLA-DQA1",0,0.592587964398497,0.905,0.324,0,"2","HLA-DQA1",0.581
"SIGLEC10",0,0.592491560855957,0.551,0.05,0,"2","SIGLEC10",0.501
"PDLIM1",0,0.592227414229762,0.633,0.095,0,"2","PDLIM1",0.538
"SEMA4A",0,0.585337471981479,0.616,0.093,0,"2","SEMA4A",0.523
"CENPF",0,0.584646520450139,0.284,0.019,0,"2","CENPF",0.265
"DMD",0,0.580763252722683,0.537,0.009,0,"2","DMD",0.528
"GOT2",0,0.578343849932653,0.699,0.145,0,"2","GOT2",0.554
"PNMA5",0,0.577859335986676,0.403,0.012,0,"2","PNMA5",0.391
"NAP1L1",0,0.576812472095576,0.91,0.547,0,"2","NAP1L1",0.363
"OAS1",0,0.57210736609169,0.511,0.12,0,"2","OAS1",0.391
"SNRPG",0,0.571658248778112,0.919,0.534,0,"2","SNRPG",0.385
"ARPC5",0,0.571591220915255,0.909,0.598,0,"2","ARPC5",0.311
"CCDC50",0,0.568781357332365,0.596,0.098,0,"2","CCDC50",0.498
"PAICS",0,0.56727643824781,0.581,0.096,0,"2","PAICS",0.485
"ARHGAP24",0,0.567100372410074,0.656,0.068,0,"2","ARHGAP24",0.588
"CD22",0,0.565021009659341,0.614,0.075,0,"2","CD22",0.539
"CCT3",0,0.564031574817824,0.869,0.406,0,"2","CCT3",0.463
"ATP5MC1",0,0.562888460696676,0.768,0.297,0,"2","ATP5MC1",0.471
"DUXAP8",0,0.562251466738577,0.444,0.011,0,"2","DUXAP8",0.433
"PARM1",0,0.561929477821694,0.391,0.013,0,"2","PARM1",0.378
"PPIA",0,0.561838662407503,0.995,0.95,0,"2","PPIA",0.045
"NDUFV2",0,0.560870140600171,0.9,0.469,0,"2","NDUFV2",0.431
"UBE2S",0,0.560602210230676,0.501,0.065,0,"2","UBE2S",0.436
"ZNF804A",0,0.560350503363809,0.458,0.012,0,"2","ZNF804A",0.446
"PRDX3",0,0.552841057270789,0.81,0.308,0,"2","PRDX3",0.502
"RUVBL2",0,0.552685126927707,0.676,0.141,0,"2","RUVBL2",0.535
"EPN1",0,0.552668394650446,0.735,0.201,0,"2","EPN1",0.534
"BLK",0,0.552060029515405,0.665,0.056,0,"2","BLK",0.609
"AHCY",0,0.551881149835263,0.693,0.144,0,"2","AHCY",0.549
"CHCHD2",0,0.550876174556023,0.984,0.826,0,"2","CHCHD2",0.158
"SLC2A5",0,0.550059381101791,0.47,0.012,0,"2","SLC2A5",0.458
"HLA-DMA",0,0.54981715990147,0.919,0.357,0,"2","HLA-DMA",0.562
"CDCA7L",0,0.549169324153189,0.641,0.063,0,"2","CDCA7L",0.578
"NDUFB4",0,0.547438339252638,0.896,0.542,0,"2","NDUFB4",0.354
"JCHAIN",0,0.546543052010633,0.253,0.026,0,"2","JCHAIN",0.227
"SNRPD2",0,0.545841807545908,0.974,0.854,0,"2","SNRPD2",0.12
"LAT2",0,0.545824256541398,0.586,0.117,0,"2","LAT2",0.469
"KPNA2",0,0.541817859694956,0.508,0.088,0,"2","KPNA2",0.42
"C12orf751",0,0.541765030016197,0.637,0.2,0,"2","C12orf75",0.437
"RFTN1",0,0.541343093542155,0.746,0.211,0,"2","RFTN1",0.535
"AL133467.1",0,0.540630294264283,0.402,0.01,0,"2","AL133467.1",0.392
"MCM7",0,0.539614062579022,0.444,0.084,0,"2","MCM7",0.36
"KLHL6",0,0.539285059342911,0.54,0.076,0,"2","KLHL6",0.464
"RUBCNL",0,0.538228009304122,0.551,0.023,0,"2","RUBCNL",0.528
"PTPN1",0,0.53805541833093,0.691,0.257,0,"2","PTPN1",0.434
"EAF2",0,0.537810070449398,0.628,0.081,0,"2","EAF2",0.547
"RPS17",0,0.537560297720156,0.91,0.627,0,"2","RPS17",0.283
"RPLP0",0,0.535259629749441,0.999,0.984,0,"2","RPLP0",0.015
"MZB1",0,0.53511505582872,0.701,0.073,0,"2","MZB1",0.628
"TIMM13",0,0.528985674195664,0.739,0.236,0,"2","TIMM13",0.503
"ADA",0,0.528920484128486,0.687,0.155,0,"2","ADA",0.532
"TXN",0,0.524200593144414,0.804,0.37,0,"2","TXN",0.434
"NUSAP1",0,0.521996659658014,0.343,0.02,0,"2","NUSAP1",0.323
"MBD4",0,0.521403089091127,0.763,0.218,0,"2","MBD4",0.545
"MIF",0,0.521252965523125,0.986,0.872,0,"2","MIF",0.114
"ANXA2",0,0.520822301997936,0.704,0.197,0,"2","ANXA2",0.507
"ILF2",0,0.51966718837582,0.851,0.396,0,"2","ILF2",0.455
"SKAP2",0,0.519284073058626,0.676,0.104,0,"2","SKAP2",0.572
"ANP32A",0,0.519240571761233,0.866,0.451,0,"2","ANP32A",0.415
"ISOC2",0,0.517915966412815,0.645,0.122,0,"2","ISOC2",0.523
"BCL7A",0,0.517704543189144,0.512,0.032,0,"2","BCL7A",0.48
"DEK",0,0.517584084254119,0.853,0.453,0,"2","DEK",0.4
"DSTN",0,0.515745694816259,0.701,0.237,0,"2","DSTN",0.464
"RAB29",0,0.513546338071234,0.666,0.245,0,"2","RAB29",0.421
"NFKBID",0,0.512976837100786,0.371,0.053,0,"2","NFKBID",0.318
"ABCA6",0,0.512876030610074,0.404,0.005,0,"2","ABCA6",0.399
"TUBA1C",0,0.511728469842107,0.543,0.131,0,"2","TUBA1C",0.412
"UCP2",0,0.511388549617863,0.934,0.643,0,"2","UCP2",0.291
"PPP2R1A",0,0.51095868469869,0.871,0.474,0,"2","PPP2R1A",0.397
"LINC02397",0,0.510941308791157,0.497,0.02,0,"2","LINC02397",0.477
"PAX5",0,0.509732458702271,0.576,0.045,0,"2","PAX5",0.531
"DANCR",0,0.508248410525115,0.507,0.108,0,"2","DANCR",0.399
"CYBB",0,0.507077273942692,0.518,0.074,0,"2","CYBB",0.444
"ANXA4",0,0.504838176119576,0.508,0.087,0,"2","ANXA4",0.421
"CCT2",0,0.504246057164607,0.809,0.345,0,"2","CCT2",0.464
"ARPC2",0,0.502610654699302,0.99,0.864,0,"2","ARPC2",0.126
"SELENOH",0,0.500769074651458,0.866,0.539,0,"2","SELENOH",0.327
"MRPL52",0,0.499999188518658,0.881,0.402,0,"2","MRPL52",0.479
"HLA-DMB",0,0.499862614805001,0.741,0.179,0,"2","HLA-DMB",0.562
"SNRPC",0,0.499724377715673,0.842,0.368,0,"2","SNRPC",0.474
"SRSF9",0,0.496453980278624,0.868,0.357,0,"2","SRSF9",0.511
"SERF2",0,0.495725514876391,0.998,0.969,0,"2","SERF2",0.029
"ATP5F1D",0,0.493195097581406,0.859,0.577,0,"2","ATP5F1D",0.282
"PTRHD1",0,0.49199383803573,0.754,0.24,0,"2","PTRHD1",0.514
"CKS1B",0,0.489529877089531,0.472,0.067,0,"2","CKS1B",0.405
"SMC4",0,0.488618132704971,0.565,0.127,0,"2","SMC4",0.438
"GATM",0,0.487454091409131,0.482,0.018,0,"2","GATM",0.464
"SNRPB",0,0.485500431754827,0.886,0.515,0,"2","SNRPB",0.371
"PRDX6",0,0.485410873514233,0.876,0.408,0,"2","PRDX6",0.468
"CCT6A",0,0.485149829157303,0.819,0.366,0,"2","CCT6A",0.453
"TNFRSF17",0,0.483722731428812,0.332,0.016,0,"2","TNFRSF17",0.316
"DCAF12",0,0.481081733830666,0.589,0.098,0,"2","DCAF12",0.491
"SYPL1",0,0.48065580223887,0.777,0.304,0,"2","SYPL1",0.473
"ZNF581",0,0.478871498242962,0.657,0.155,0,"2","ZNF581",0.502
"PDCD5",0,0.478486849477652,0.767,0.315,0,"2","PDCD5",0.452
"SEM1",0,0.475414385747027,0.855,0.474,0,"2","SEM1",0.381
"BRI3BP",0,0.475202364460913,0.542,0.056,0,"2","BRI3BP",0.486
"CHMP2A",0,0.475053726838787,0.81,0.348,0,"2","CHMP2A",0.462
"MRPL51",0,0.473953857335472,0.861,0.383,0,"2","MRPL51",0.478
"TOP1",0,0.47328681654453,0.815,0.328,0,"2","TOP1",0.487
"TPM4",0,0.471847386314589,0.766,0.331,0,"2","TPM4",0.435
"CD821",0,0.46755647153791,0.829,0.397,0,"2","CD82",0.432
"FCRL5",0,0.466579226612052,0.401,0.029,0,"2","FCRL5",0.372
"ROMO1",0,0.465701625975079,0.911,0.524,0,"2","ROMO1",0.387
"WDR18",0,0.464823050521959,0.624,0.141,0,"2","WDR18",0.483
"COL9A3",0,0.464492460700109,0.344,0.016,0,"2","COL9A3",0.328
"C1QBP",0,0.464355786193522,0.859,0.466,0,"2","C1QBP",0.393
"ANP32E",0,0.463350897652195,0.726,0.232,0,"2","ANP32E",0.494
"TOMM5",0,0.459106278471643,0.858,0.43,0,"2","TOMM5",0.428
"CCNB1",0,0.458755804936167,0.278,0.016,0,"2","CCNB1",0.262
"MTCH2",0,0.458458080463835,0.724,0.199,0,"2","MTCH2",0.525
"UBA1",0,0.458031837975926,0.755,0.239,0,"2","UBA1",0.516
"ATP5MC2",0,0.457914625224932,0.89,0.733,0,"2","ATP5MC2",0.157
"CCT5",0,0.457616167141014,0.759,0.314,0,"2","CCT5",0.445
"GRB2",0,0.456482950868323,0.903,0.445,0,"2","GRB2",0.458
"LHFPL3-AS2",0,0.455400567452888,0.278,0.001,0,"2","LHFPL3-AS2",0.277
"SRM",0,0.455186719703628,0.527,0.13,0,"2","SRM",0.397
"MPC2",0,0.454336811290763,0.783,0.287,0,"2","MPC2",0.496
"SLIRP",0,0.454008395513092,0.789,0.303,0,"2","SLIRP",0.486
"YWHAE",0,0.45366495505424,0.832,0.31,0,"2","YWHAE",0.522
"C19orf48",0,0.453512671364478,0.553,0.083,0,"2","C19orf48",0.47
"CXXC5",0,0.453188085545386,0.595,0.075,0,"2","CXXC5",0.52
"CYC1",0,0.451878134562967,0.786,0.308,0,"2","CYC1",0.478
"VDAC1",0,0.450119725302657,0.818,0.368,0,"2","VDAC1",0.45
"HLA-DRB5",0,0.449142656685282,0.922,0.449,0,"2","HLA-DRB5",0.473
"LAMTOR5",0,0.448336725179539,0.84,0.377,0,"2","LAMTOR5",0.463
"SYVN1",0,0.446590088397377,0.658,0.125,0,"2","SYVN1",0.533
"MRPS12",0,0.446580866919947,0.741,0.239,0,"2","MRPS12",0.502
"NHP2",0,0.446065133511791,0.811,0.404,0,"2","NHP2",0.407
"CCT8",0,0.445911769332224,0.88,0.46,0,"2","CCT8",0.42
"PEA15",0,0.445126628322146,0.649,0.117,0,"2","PEA15",0.532
"TCEA1",0,0.444269559512012,0.918,0.511,0,"2","TCEA1",0.407
"HIST1H1C",0,0.443380398168595,0.576,0.209,0,"2","HIST1H1C",0.367
"ZNF580",0,0.443049249859489,0.666,0.165,0,"2","ZNF580",0.501
"CDK4",0,0.441326768287391,0.669,0.195,0,"2","CDK4",0.474
"COX6A1",0,0.441261105877838,0.967,0.774,0,"2","COX6A1",0.193
"BCAS4",0,0.44074372431591,0.582,0.176,0,"2","BCAS4",0.406
"BTK",0,0.440434049502904,0.626,0.077,0,"2","BTK",0.549
"PSMD8",0,0.439934069305504,0.883,0.483,0,"2","PSMD8",0.4
"HIST1H2AC",0,0.437815756902473,0.524,0.13,0,"2","HIST1H2AC",0.394
"BANF1",0,0.437174888291721,0.875,0.449,0,"2","BANF1",0.426
"SNRPF",0,0.435625556056561,0.846,0.449,0,"2","SNRPF",0.397
"MTHFS",0,0.434791843301664,0.644,0.166,0,"2","MTHFS",0.478
"ATP5F1A",0,0.43420223963561,0.846,0.489,0,"2","ATP5F1A",0.357
"GDI2",0,0.434065239472806,0.93,0.53,0,"2","GDI2",0.4
"NPM1",0,0.433654013718756,0.99,0.922,0,"2","NPM1",0.0679999999999999
"MOB1A",0,0.433371511562993,0.865,0.366,0,"2","MOB1A",0.499
"LYRM4",0,0.433078200238232,0.628,0.124,0,"2","LYRM4",0.504
"MRPS21",0,0.432652270251956,0.924,0.576,0,"2","MRPS21",0.348
"NDUFAB1",0,0.430154210318053,0.83,0.389,0,"2","NDUFAB1",0.441
"RANBP1",0,0.429017505914984,0.77,0.348,0,"2","RANBP1",0.422
"ORAI2",0,0.428763704948579,0.66,0.15,0,"2","ORAI2",0.51
"NIT2",0,0.428521487763437,0.641,0.151,0,"2","NIT2",0.49
"SMS",0,0.427923054649248,0.721,0.222,0,"2","SMS",0.499
"CYB5R2",0,0.427847543471721,0.436,0.01,0,"2","CYB5R2",0.426
"GMDS",0,0.427594945369448,0.581,0.132,0,"2","GMDS",0.449
"SNRNP25",0,0.425638256488159,0.588,0.101,0,"2","SNRNP25",0.487
"NDUFC1",0,0.425206420881306,0.884,0.467,0,"2","NDUFC1",0.417
"LAMTOR2",0,0.424924478174867,0.786,0.269,0,"2","LAMTOR2",0.517
"UBE2A",0,0.424750268741303,0.755,0.24,0,"2","UBE2A",0.515
"NDUFC2",0,0.424635287375369,0.74,0.322,0,"2","NDUFC2",0.418
"DAAM1",0,0.424438876542494,0.448,0.041,0,"2","DAAM1",0.407
"HNRNPAB",0,0.423339350241034,0.613,0.222,0,"2","HNRNPAB",0.391
"PRDX4",0,0.423260065468071,0.618,0.144,0,"2","PRDX4",0.474
"SRI",0,0.423039015779792,0.828,0.408,0,"2","SRI",0.42
"DHFR",0,0.421921643049659,0.397,0.041,0,"2","DHFR",0.356
"POMP",0,0.421473870124431,0.891,0.455,0,"2","POMP",0.436
"TMEM243",0,0.420984086387812,0.864,0.422,0,"2","TMEM243",0.442
"ZNF593",0,0.42066435967802,0.602,0.118,0,"2","ZNF593",0.484
"KTN1",0,0.418851976857383,0.869,0.474,0,"2","KTN1",0.395
"MRPL14",0,0.416705464764156,0.749,0.254,0,"2","MRPL14",0.495
"IGHA1",0,0.416252243085009,0.469,0.024,0,"2","IGHA1",0.445
"RBBP4",0,0.415903810761109,0.867,0.392,0,"2","RBBP4",0.475
"SEC61B",0,0.414383520980485,0.94,0.618,0,"2","SEC61B",0.322
"DNAJC15",0,0.413762533860314,0.842,0.374,0,"2","DNAJC15",0.468
"IGHV5-78",0,0.4122153410788,0.427,0.043,0,"2","IGHV5-78",0.384
"GGA2",0,0.410601064676298,0.711,0.195,0,"2","GGA2",0.516
"SSBP1",0,0.409664197848985,0.856,0.451,0,"2","SSBP1",0.405
"MCM2",0,0.408759571327681,0.387,0.02,0,"2","MCM2",0.367
"IMPDH2",0,0.408581349339777,0.738,0.284,0,"2","IMPDH2",0.454
"RPA3",0,0.407823067961941,0.734,0.255,0,"2","RPA3",0.479
"COX17",0,0.40608682527787,0.837,0.4,0,"2","COX17",0.437
"DCTPP1",0,0.405825488944598,0.633,0.154,0,"2","DCTPP1",0.479
"BZW2",0,0.403058783685746,0.639,0.148,0,"2","BZW2",0.491
"VOPP1",0,0.402953996767995,0.811,0.331,0,"2","VOPP1",0.48
"TOMM40",0,0.4010133306445,0.611,0.155,0,"2","TOMM40",0.456
"EPRS",0,0.4007784020059,0.743,0.246,0,"2","EPRS",0.497
"RUVBL1",0,0.39761279782772,0.603,0.121,0,"2","RUVBL1",0.482
"DTYMK",0,0.397523575401595,0.468,0.089,0,"2","DTYMK",0.379
"ITPR2",0,0.397249859364046,0.548,0.135,0,"2","ITPR2",0.413
"PSMB5",0,0.397140932535257,0.684,0.194,0,"2","PSMB5",0.49
"ARPC3",0,0.396860264728319,0.988,0.866,0,"2","ARPC3",0.122
"SLC25A3",0,0.396392290794901,0.955,0.691,0,"2","SLC25A3",0.264
"CYB5R3",0,0.394478038550568,0.712,0.258,0,"2","CYB5R3",0.454
"PCNA",0,0.394399762766161,0.417,0.1,0,"2","PCNA",0.317
"PHB",0,0.39424620006776,0.746,0.32,0,"2","PHB",0.426
"CUX1",0,0.393158924652152,0.492,0.118,0,"2","CUX1",0.374
"CLTA",0,0.392889258330623,0.859,0.378,0,"2","CLTA",0.481
"IGHG1",0,0.392836658726624,0.314,0.019,0,"2","IGHG1",0.295
"REL",0,0.39225304240931,0.748,0.293,0,"2","REL",0.455
"UBE2N",0,0.391638542611458,0.858,0.4,0,"2","UBE2N",0.458
"PCBD1",0,0.391490529008813,0.648,0.139,0,"2","PCBD1",0.509
"SYAP1",0,0.389021563425381,0.717,0.208,0,"2","SYAP1",0.509
"TESC",0,0.388916930150035,0.516,0.108,0,"2","TESC",0.408
"SNX8",0,0.388591515551967,0.518,0.069,0,"2","SNX8",0.449
"SHMT2",0,0.388509229077816,0.744,0.239,0,"2","SHMT2",0.505
"TIMM10",0,0.388361913766571,0.675,0.21,0,"2","TIMM10",0.465
"ST14",0,0.38830703625659,0.436,0.014,0,"2","ST14",0.422
"PSMB2",0,0.387767761715701,0.821,0.37,0,"2","PSMB2",0.451
"TRIM28",0,0.387416505912775,0.612,0.134,0,"2","TRIM28",0.478
"ZEB2",0,0.386294325338544,0.468,0.089,0,"2","ZEB2",0.379
"COA4",0,0.385375165217172,0.707,0.221,0,"2","COA4",0.486
"ATIC",0,0.384950849759047,0.662,0.237,0,"2","ATIC",0.425
"BCL2L12",0,0.384628944587629,0.494,0.074,0,"2","BCL2L12",0.42
"FEN1",0,0.38342387068518,0.36,0.045,0,"2","FEN1",0.315
"CERNA2",0,0.383388097815025,0.338,0.003,0,"2","CERNA2",0.335
"LBR",0,0.383261035233206,0.775,0.332,0,"2","LBR",0.443
"NAXE",0,0.382854525782885,0.714,0.227,0,"2","NAXE",0.487
"LYPLA1",0,0.382799014873604,0.764,0.24,0,"2","LYPLA1",0.524
"TIMM8B",0,0.382552020107932,0.71,0.239,0,"2","TIMM8B",0.471
"TXNDC17",0,0.381608552389008,0.75,0.253,0,"2","TXNDC17",0.497
"SLBP",0,0.381411733986171,0.678,0.257,0,"2","SLBP",0.421
"HSD17B10",0,0.380421612374239,0.735,0.245,0,"2","HSD17B10",0.49
"NASP",0,0.379870566582421,0.698,0.249,0,"2","NASP",0.449
"AC004687.1",0,0.379815678270633,0.543,0.158,0,"2","AC004687.1",0.385
"MYO1E",0,0.379484405167637,0.297,0.031,0,"2","MYO1E",0.266
"FCRL31",0,0.379209797073729,0.489,0.148,0,"2","FCRL3",0.341
"AC015871.1",0,0.379177466943901,0.412,0.025,0,"2","AC015871.1",0.387
"MARCKS",0,0.378812154237427,0.413,0.044,0,"2","MARCKS",0.369
"HSBP1",0,0.377947065052828,0.774,0.254,0,"2","HSBP1",0.52
"HLA-DRB1",0,0.377449739977693,0.944,0.494,0,"2","HLA-DRB1",0.45
"PSMD4",0,0.376716016605011,0.834,0.366,0,"2","PSMD4",0.468
"S100A16",0,0.376432605155405,0.302,0.002,0,"2","S100A16",0.3
"U2AF2",0,0.37551799709437,0.716,0.259,0,"2","U2AF2",0.457
"PSMA4",0,0.375077415777296,0.778,0.313,0,"2","PSMA4",0.465
"ERCC1",0,0.374967707966849,0.685,0.203,0,"2","ERCC1",0.482
"FDPS",0,0.374040578393344,0.753,0.273,0,"2","FDPS",0.48
"PRKDC",0,0.37332721314734,0.68,0.233,0,"2","PRKDC",0.447
"RPL15",0,0.373167583454103,0.997,0.983,0,"2","RPL15",0.014
"LYPLAL1",0,0.372237778117879,0.58,0.086,0,"2","LYPLAL1",0.494
"MRPL15",0,0.370245888906083,0.614,0.116,0,"2","MRPL15",0.498
"NDUFS2",0,0.369421731527803,0.78,0.296,0,"2","NDUFS2",0.484
"PRUNE2",0,0.36925722723824,0.309,0.003,0,"2","PRUNE2",0.306
"ATP1B1",0,0.368095574772787,0.379,0.029,0,"2","ATP1B1",0.35
"SDHC",0,0.367871865277513,0.832,0.362,0,"2","SDHC",0.47
"RASGRP3",0,0.367118699743977,0.445,0.028,0,"2","RASGRP3",0.417
"SLC25A19",0,0.366480292755301,0.456,0.048,0,"2","SLC25A19",0.408
"ESD",0,0.366281546133809,0.724,0.244,0,"2","ESD",0.48
"NUDT1",0,0.36524201840472,0.677,0.199,0,"2","NUDT1",0.478
"RBBP7",0,0.363887244844274,0.749,0.27,0,"2","RBBP7",0.479
"MYL9",0,0.363589561700266,0.284,0.004,0,"2","MYL9",0.28
"TPX2",0,0.362186709611192,0.254,0.015,0,"2","TPX2",0.239
"NDUFA8",0,0.361942104084566,0.676,0.195,0,"2","NDUFA8",0.481
"PSMB7",0,0.361922228647344,0.707,0.243,0,"2","PSMB7",0.464
